,importance,stddev,p_value,n,p99_high,p99_low
dns_qd_55,-4.00000000000178e-05,0.00016733200530682322,0.6893458524813183,5,0.0003045389117008251,-0.00038453891170086066
dns_qd_695,-4.00000000000178e-05,0.000328633534503077,0.6005170704036608,5,0.000636660989739968,-0.0007166609897400035
dns_qd_81,-4.00000000000178e-05,8.944271910003138e-05,0.8130495168499705,5,0.00014416379485669999,-0.0002241637948567356
dns_qd_675,-4.00000000000178e-05,0.00016733200530682322,0.6893458524813183,5,0.0003045389117008251,-0.00038453891170086066
dns_qd_128,-4.00000000000178e-05,0.0002966479394838275,0.6109752255500367,5,0.000570802207507429,-0.0006508022075074646
dns_qd_392,-4.00000000000178e-05,8.944271910003138e-05,0.8130495168499705,5,0.00014416379485669999,-0.0002241637948567356
dns_qd_651,-4.00000000000178e-05,8.944271910003138e-05,0.8130495168499705,5,0.00014416379485669999,-0.0002241637948567356
dns_qd_648,-4.00000000000178e-05,0.00016733200530682322,0.6893458524813183,5,0.0003045389117008251,-0.00038453891170086066
dns_qd_686,-4.00000000000178e-05,8.944271910003138e-05,0.8130495168499705,5,0.00014416379485669999,-0.0002241637948567356
dns_qd_682,-4.00000000000178e-05,0.0004098780306383632,0.5810299063028903,5,0.0008039445302007924,-0.0008839445302008279
dns_qd_157,-4.00000000000178e-05,0.00016733200530682322,0.6893458524813183,5,0.0003045389117008251,-0.00038453891170086066
dns_qd_68,-4.00000000000178e-05,8.944271910003138e-05,0.8130495168499705,5,0.00014416379485669999,-0.0002241637948567356
ip_chksum_2,-4.0000000000040004e-05,0.00016733200530684976,0.6893458524813854,5,0.00030453891170085747,-0.0003845389117009375
dns_qd_295,-4.0000000000040004e-05,0.0004979959839195234,0.5669031538868632,5,0.000985380613926223,-0.001065380613926303
dns_qd_374,-4.0000000000040004e-05,0.00045607017003966094,0.572960148310985,5,0.0008990547836712566,-0.0009790547836713366
dns_qd_443,-7.999999999996898e-05,0.00022803508501983654,0.7616896663634916,5,0.0003895273918356918,-0.0005495273918356298
dns_qd_547,-7.999999999999118e-05,0.00010954451150102117,0.9110960958218894,5,0.00014555366324666146,-0.0003055536632466438
dns_qd_531,-7.999999999999118e-05,0.00010954451150102117,0.9110960958218894,5,0.00014555366324666146,-0.0003055536632466438
dns_qd_570,-7.999999999999118e-05,0.00022803508501980247,0.7616896663635793,5,0.00038952739183559953,-0.0005495273918355818
dns_qd_721,-7.999999999999118e-05,0.00010954451150102117,0.9110960958218894,5,0.00014555366324666146,-0.0003055536632466438
dns_qd_757,-7.999999999999118e-05,0.00017888543819996348,0.8130495168499705,5,0.00028832758971323994,-0.00044832758971322237
dns_qd_658,-7.999999999999118e-05,0.0002683281573000073,0.7292651303621631,5,0.0004724913845699834,-0.0006324913845699658
dns_qd_521,-7.999999999999118e-05,0.00010954451150102115,0.9110960958218894,5,0.00014555366324666146,-0.0003055536632466438
dns_qd_726,-7.999999999999118e-05,0.00017888543819996348,0.8130495168499705,5,0.00028832758971323994,-0.00044832758971322237
dns_qd_91,-7.999999999999118e-05,0.00010954451150102115,0.9110960958218894,5,0.00014555366324666146,-0.0003055536632466438
ip_id_9,-7.999999999999118e-05,0.00010954451150102117,0.9110960958218894,5,0.00014555366324666146,-0.0003055536632466438
dns_identifacation_11,-7.999999999999118e-05,0.00010954451150102117,0.9110960958218894,5,0.00014555366324666146,-0.0003055536632466438
udp_sport_11,-7.999999999999118e-05,0.00010954451150102117,0.9110960958218894,5,0.00014555366324666146,-0.0003055536632466438
dns_qd_138,-7.999999999999118e-05,0.00017888543819996348,0.8130495168499705,5,0.00028832758971323994,-0.00044832758971322237
dns_qd_587,-7.999999999999118e-05,0.00010954451150102117,0.9110960958218894,5,0.00014555366324666146,-0.0003055536632466438
dns_qd_633,-7.999999999999118e-05,0.000438178046004148,0.6479999999999799,5,0.0008222146529867497,-0.000982214652986732
dns_qd_353,-7.999999999999118e-05,0.00010954451150102117,0.9110960958218894,5,0.00014555366324666146,-0.0003055536632466438
dns_qd_702,-7.999999999999118e-05,0.00030331501776208354,0.7064751801064393,5,0.0005445298138311993,-0.0007045298138311818
dns_qd_685,-7.999999999999118e-05,0.00017888543819996348,0.8130495168499705,5,0.00028832758971323994,-0.00044832758971322237
udp_sport_5,-7.999999999999118e-05,0.00017888543820002555,0.8130495168498961,5,0.00028832758971336777,-0.0004483275897133502
dns_qd_434,-7.999999999999118e-05,0.00017888543819996348,0.8130495168499705,5,0.00028832758971323994,-0.00044832758971322237
dns_qd_170,-7.999999999999118e-05,0.00010954451150102115,0.9110960958218894,5,0.00014555366324666146,-0.0003055536632466438
dns_qd_219,-8.00000000000134e-05,0.00041472882706655696,0.6557714551120213,5,0.0007739323870915791,-0.000933932387091606
dns_qd_51,-8.00000000000134e-05,0.00022803508501984145,0.7616896663636014,5,0.00038952739183565753,-0.0005495273918356843
dns_qd_303,-8.00000000000134e-05,0.00010954451150105156,0.9110960958218894,5,0.00014555366324670184,-0.0003055536632467286
udp_sport_7,-8.00000000000134e-05,0.0001788854381999821,0.8130495168500078,5,0.0002883275897132561,-0.00044832758971328286
dns_qd_585,-8.00000000000134e-05,0.0005585696017507716,0.6175972004875276,5,0.0010701025302571594,-0.0012301025302571863
dns_qd_710,-8.00000000000134e-05,0.00026832815730001966,0.7292651303622075,5,0.0004724913845699866,-0.0006324913845700134
dns_qd_244,-8.00000000000134e-05,0.00033466401061366964,0.6893458524812599,5,0.00060907782340172,-0.0007690778234017469
dns_qd_280,-8.00000000000134e-05,0.00010954451150105155,0.9110960958218894,5,0.0001455536632467018,-0.0003055536632467286
dns_qd_611,-8.00000000000134e-05,0.0001788854381999821,0.8130495168500078,5,0.0002883275897132561,-0.00044832758971328286
dns_qd_275,-8.00000000000134e-05,0.0003033150177620579,0.7064751801065043,5,0.0005445298138311243,-0.0007045298138311512
dns_qd_10,-8.00000000000134e-05,0.00010954451150105156,0.9110960958218894,5,0.00014555366324670184,-0.0003055536632467286
dns_qd_673,-8.00000000000134e-05,0.00010954451150105155,0.9110960958218894,5,0.0001455536632467018,-0.0003055536632467286
dns_qd_657,-8.00000000000134e-05,0.00010954451150105155,0.9110960958218894,5,0.0001455536632467018,-0.0003055536632467286
dns_qd_586,-8.00000000000134e-05,0.0003033150177620579,0.7064751801065043,5,0.0005445298138311243,-0.0007045298138311512
dns_qd_257,-8.00000000000134e-05,0.00033466401061366964,0.6893458524812599,5,0.00060907782340172,-0.0007690778234017469
dns_qd_71,-8.00000000000134e-05,0.00010954451150105156,0.9110960958218894,5,0.00014555366324670184,-0.0003055536632467286
dns_qd_492,-8.00000000000134e-05,0.00026832815729995764,0.7292651303622518,5,0.0004724913845698589,-0.0006324913845698857
dns_qd_359,-8.00000000000134e-05,0.00010954451150105156,0.9110960958218894,5,0.00014555366324670184,-0.0003055536632467286
dns_qd_192,-8.00000000000134e-05,0.0002280350850198171,0.7616896663636232,5,0.0003895273918356074,-0.0005495273918356342
dns_qd_137,-8.00000000000134e-05,0.00010954451150105156,0.9110960958218894,5,0.00014555366324670184,-0.0003055536632467286
dns_qd_195,-8.00000000000134e-05,0.00022803508501984145,0.7616896663636014,5,0.00038952739183565753,-0.0005495273918356843
dns_qd_180,-8.00000000000134e-05,0.0001788854381999821,0.8130495168500078,5,0.0002883275897132561,-0.00044832758971328286
dns_qd_663,-8.00000000000134e-05,0.00010954451150105155,0.9110960958218894,5,0.0001455536632467018,-0.0003055536632467286
dns_qd_323,-8.00000000000134e-05,0.00017888543820001313,0.8130495168499705,5,0.00028832758971332,-0.0004483275897133468
dns_qd_199,-8.00000000000134e-05,0.00017888543820001313,0.8130495168499705,5,0.00028832758971332,-0.0004483275897133468
dns_qd_425,-8.00000000000134e-05,0.00010954451150105155,0.9110960958218894,5,0.0001455536632467018,-0.0003055536632467286
dns_qd_480,-8.00000000000134e-05,0.00017888543820001313,0.8130495168499705,5,0.00028832758971332,-0.0004483275897133468
dns_qd_418,-8.00000000000134e-05,0.00017888543820001313,0.8130495168499705,5,0.00028832758971332,-0.0004483275897133468
dns_qd_106,-8.00000000000134e-05,0.00010954451150105155,0.9110960958218894,5,0.0001455536632467018,-0.0003055536632467286
dns_qd_83,-8.00000000000134e-05,0.00010954451150105156,0.9110960958218894,5,0.00014555366324670184,-0.0003055536632467286
ip_chksum_11,-8.00000000000134e-05,0.00010954451150105155,0.9110960958218894,5,0.0001455536632467018,-0.0003055536632467286
dns_qd_218,-8.00000000000134e-05,0.00010954451150105155,0.9110960958218894,5,0.0001455536632467018,-0.0003055536632467286
dns_qd_509,-8.00000000000134e-05,0.00010954451150105155,0.9110960958218894,5,0.0001455536632467018,-0.0003055536632467286
dns_qd_411,-8.00000000000134e-05,0.00010954451150105155,0.9110960958218894,5,0.0001455536632467018,-0.0003055536632467286
dns_qd_430,-8.00000000000134e-05,0.0001788854381999821,0.8130495168500078,5,0.0002883275897132561,-0.00044832758971328286
dns_qd_694,-8.00000000000356e-05,0.00022803508501985603,0.7616896663636452,5,0.00038952739183566534,-0.0005495273918357366
ip_chksum_15,-8.00000000000356e-05,0.00010954451150108196,0.9110960958218894,5,0.00014555366324674223,-0.00030555366324681345
dns_qd_200,-0.00011999999999998679,0.0003033150177621018,0.7868413960297644,5,0.0005045298138312414,-0.0007445298138312149
dns_qd_134,-0.00011999999999998679,0.0001788854381999635,0.8960000000000001,5,0.0002483275897132444,-0.000488327589713218
dns_qd_252,-0.00011999999999998679,0.0001788854381999635,0.8960000000000001,5,0.0002483275897132444,-0.000488327589713218
dns_qd_572,-0.00011999999999998679,0.00010954451150102115,0.96475800154489,5,0.00010555366324666585,-0.00034555366324663943
dns_qd_343,-0.00011999999999998679,0.00017888543819996348,0.8960000000000001,5,0.0002483275897132444,-0.0004883275897132179
dns_qd_520,-0.00011999999999998679,0.0005019960159204564,0.6893458524812293,5,0.0009136167351025145,-0.001153616735102488
dns_qd_166,-0.00012000000000000899,0.00022803508501983654,0.84772060765974,5,0.0003495273918356518,-0.0005895273918356698
dns_qd_459,-0.00012000000000000899,0.00041472882706654085,0.7235552830333118,5,0.0007339323870915505,-0.0009739323870915685
dns_qd_117,-0.00012000000000000899,0.00010954451150104143,0.96475800154489,5,0.0001055536632466854,-0.0003455536632467034
dns_qd_573,-0.00012000000000000899,0.00010954451150104143,0.96475800154489,5,0.0001055536632466854,-0.0003455536632467034
dns_qd_146,-0.00012000000000000899,0.00022803508501981223,0.8477206076597623,5,0.00034952739183560176,-0.0005895273918356198
dns_qd_329,-0.00012000000000000899,0.00022803508501981223,0.8477206076597623,5,0.00034952739183560176,-0.0005895273918356198
dns_qd_24,-0.00012000000000000899,0.00022803508501988525,0.8477206076596951,5,0.0003495273918357521,-0.0005895273918357701
dns_qd_705,-0.00012000000000000899,0.0001788854381999759,0.8960000000000213,5,0.00024832758971324775,-0.0004883275897132657
dns_qd_672,-0.00012000000000000899,0.00022803508501983654,0.84772060765974,5,0.0003495273918356518,-0.0005895273918356698
dns_qd_581,-0.00012000000000000899,0.00022803508501981223,0.8477206076597623,5,0.00034952739183560176,-0.0005895273918356198
dns_qd_205,-0.00015999999999998237,0.00016733200530679669,0.9503496583931367,5,0.00018453891170080587,-0.0005045389117007706
dns_qd_247,-0.00015999999999998237,0.00016733200530679666,0.9503496583931367,5,0.00018453891170080582,-0.0005045389117007706
dns_qd_417,-0.0001600000000000046,0.00021908902300207272,0.9110960958218894,5,0.00029110732649336325,-0.0006111073264933724
dns_qd_463,-0.0001600000000000046,0.0001673320053068033,0.9503496583931484,5,0.0001845389117007973,-0.0005045389117008066
dns_qd_198,-0.0001600000000000046,0.0001673320053068033,0.9503496583931484,5,0.0001845389117007973,-0.0005045389117008066
dns_qd_469,-0.0001600000000000046,0.000296647939483835,0.8528718159877868,5,0.0004508022075074576,-0.0007708022075074668
dns_qd_20,-0.0001600000000000268,0.0002966479394838388,0.8528718159878131,5,0.00045080220750744334,-0.0007708022075074969
udp_sport_6,-0.0001600000000000268,0.0002607680962081283,0.8790092347160056,5,0.00037692511429062033,-0.0006969251142906739
dns_qd_386,-0.0001600000000000268,0.0002966479394838388,0.8528718159878131,5,0.00045080220750744334,-0.0007708022075074969
dns_qd_184,-0.00020000000000000017,0.0003162277660168382,0.8849001794597506,5,0.0004511173409608776,-0.000851117340960878
dns_qd_498,-0.00020000000000000017,0.00028284271247466634,0.905498170772383,5,0.00038237705428706913,-0.0007823770542870695
dns_qd_245,-0.0002000000000000446,0.0003162277660168558,0.8849001794597826,5,0.0004511173409608693,-0.0008511173409609584
dns_qd_302,-0.00024000000000001798,0.0003286335345031581,0.9110960958218719,5,0.00043666098974013475,-0.0009166609897401707
dns_qd_445,-0.00027999999999999136,0.0003033150177620579,0.9460305888538596,5,0.0003445298138311464,-0.0009045298138311291
dns_qd_38,-0.0002800000000000136,0.00038987177379237547,0.9082165699723626,5,0.0005227513708390525,-0.0010827513708390798
